ingredient_name,rating,benefits,categories,info
Sorbeth-30 Tetraoleate,Good,[],"[""Emulsifier""]","[""Emulsifying agent and surfactant"", ""Used often in oil-based cleansers"", ""Ruled safe as used in cosmetics"", ""Typical usage in rinse-off products is 0.11-10.8%""]"
Sorbeth-230 Tetraoleate,Good,[],"[""Cleansing Agent"", ""Texture Enhancer"", ""Emulsifier""]","[""--Synthetic surfactant (cleansing agent)--Has helpful emulsifying properties--Aids cleanser stability and helps maintain clarity--Made from sorbitol and oleic acid derivatives""]"
Sophora Angustifolia Root Extract,Good,"[""Anti-Aging"", ""Dark Spot Fading""]","[""Antioxidant"", ""Plant Extracts""]","[""Root extract of a plant known as Chinese sophora and ku shen"", ""Good source of antioxidants"", ""Research shows it can fight dark spots + discolorations"", ""May work on skin in a manner similar to hydroquinone""]"
Sonojell,Good,"[""Hydration"", ""Soothing""]","[""Emollient"", ""Occlusive/Opacifying Agent""]",[]
Solvent,Good,[],"[""Solvent""]",[]
Soluble Collagen,Good,"[""Hydration""]","[""Humectant""]","[""Humectant ingredient that promotes hydration"", ""Traps moisture and reduces transepidermal water loss"", ""Derived from bovine or fish connective tissues and skin"", ""Does not have strong anti-aging benefits"", ""Cosmetic Ingredient Review Expert Panel deemed safe for skin""]"
Solidago Virgaurea (Goldenrod) Extract,Good,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Used in traditional European medicinal practices"", ""Rich in antioxidant compounds such as epigallocatechin and quercetin"", ""Exhibits anti-aging benefits when applied topically"", ""May have antimicrobial properties""]"
Solanum Tuberosum Extract,Good,"[""Hydration"", ""Anti-Aging""]","[""Humectant"", ""Antioxidant"", ""Plant Extracts""]","[""Derived from potatoes"", ""Has antioxidant properties"", ""Also has soothing benefits"", ""Could help fade dark spots""]"
Solanum Melongena Fruit Extract,Good,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Plant extract derived from the solanum melongena berry"", ""Contains antioxidant rich polyphenols Helps to reduce the appearance of signs of aging due to environmental stress"", ""Also known as eggplant or aubergine""]"
Sodium Trideceth Sulfate,Good,[],"[""Cleansing Agent""]",[]
Sodium Sulfacetamide,Good,"[""Anti-Acne"", ""Soothing""]","[""Antibacterial""]","[""Used in clinical settings"", ""Antibacterial agent tackles acne + rosacea"", ""Contains one sulfur atom"", ""Used alongside sulfur against acne"", ""Usages range from 5-15%""]"
Sodium Succinate,Good,[],"[""pH Adjuster/Stabilizer""]","[""Sodium salt of succinic acid"", ""Works as a p"", ""H adjuster and buffering agent"", ""May be synthetic or made via fermentation"", ""Ruled safe in its current usages""]"
Sodium Stearoyl Lactylate,Good,[],"[""Emulsifier"", ""Texture Enhancer""]","[""Stabilizes the water phase of formulas that contain hydrating ingredients"", ""Works via its interaction with proteins and starches, where it can also help modify a product\u2019s texture"", ""Often classified as a surfactant/emulsifying agent"", ""Described as a white to pale yellow waxy substance in its raw material form""]"
Sodium Stearoyl Glutamate,Good,"[""Hydration""]","[""Cleansing Agent"", ""Emulsifier""]","[""Gentle cleansing agent with emulsifying properties"", ""Made from amino acid glutamic acid"", ""May be synthetic or animal-derived"", ""Considered safe as use in cosmetics""]"
Sodium RNA,Good,"[""Anti-Aging""]","[""Antioxidant""]","[""Derivative of ribonucleic acid, an acid present in all living cells"", ""Primarily used as a skin conditioning ingredient"", ""Could have antioxidant and soothing properties\\Usually derived from yeast""]"
Sodium Polyacrylate Starch,Good,"[""Oil Control""]","[""Absorbent"", ""Texture Enhancer""]",[]
Sodium Polyacrylate,Good,"[""Oil Control""]","[""Film-Forming Agent"", ""Polymer"", ""Absorbent""]","[""Used as a film-forming agent, stabilizer, thickener, and absorbent in cosmetics"", ""Can absorb 100-1000 times its mass in water"", ""Also used as a food additive"", ""Is a white granular powder in its raw form""]"
Sodium Phytate,Good,[],"[""Chelating Agent""]","[""Synthetic salt form of the antioxidant phytic acid"", ""Works as a chelating agent, keeping metals from binding to water in cosmetics"", ""Also helps stabilize the formula"", ""A hygroscopic powder (meaning it attracts moisture from its surroundings)""]"
Sodium PEG-7 Olive Oil Carboxylate,Good,"[""Hydration""]","[""Cleansing Agent"", ""Emollient""]",[]
Sodium Palmitoyl Sarcosinate,Good,"[""Hydration""]","[""Cleansing Agent""]",[]
Sodium Myristoyl Sarcosinate,Good,[],"[""Cleansing Agent"", ""Emollient""]","[""Sodium salt of myristoyl sarcosine"", ""Functions as a hair conditioning agent, emollient, and cleansing agent"", ""Helps create a fine, stable foam for an elevated cleansing experience Ruled safe as currently used in cosmetics""]"
Sodium Myreth Sulfate,Good,[],"[""Cleansing Agent""]",[]
Sodium Methyl Taurate,Good,[],"[""Cleansing Agent""]",[]
Sodium Methyl Oleoyl Taurate,Good,[],"[""Cleansing Agent"", ""Texture Enhancer""]","[""Cleansing agent commonly found in shampoos, facial cleansers, and body washes"", ""Helps build viscosity and boosts foaming properties of the formula"", ""Noted for its gentleness"", ""Can be derived formal plant, animal, or synthetic sources""]"
Sodium Methyl Cocoyl Taurate,Good,[],[],[]
Sodium Levulinate,Good,"[""Hydration""]","[""Humectant""]","[""Salt of levulinic acid"", ""Levulinic acid helps condition and soften skin"", ""Also exhibits antimicrobial action"", ""Safety in cosmetics is under review""]"
Sodium Laurylglucosides Hydroxypropylsulfonate,Good,[],"[""Cleansing Agent"", ""Emulsifier""]","[""Mild cleansing agent derived from corn and coconut"", ""Used to adjust the foaming and lathering properties of cleansers"", ""Considered non-irritating to eyes"", ""Interesting fusion of natural and synthetic technologies""]"
Sodium Lauryl Glucose Carboxylate,Good,[],"[""Cleansing Agent""]",[]
Sodium Lauroyl Sarcosinate,Good,[],"[""Cleansing Agent"", ""Emulsifier""]","[""Used as a surfactant (cleansing agent)Can be plant-derived or created synthetically"", ""Offers excellent stability + is gentle on skin"", ""Most popular in cleansers/shampoos but can also be used as an emulsifier in leave-on formulas"", ""Proven track record of safety (up to 15% for rinse-off products; 5% for leave-on)""]"
Sodium Lauroyl Methyl Isethionate,Good,[],"[""Cleansing Agent""]","[""Cleansing agent that is noted in research for its gentleness on skin"", ""Praised for delivering a \u201cdense, luxurious foam and elegant after-feel\u201dCan be naturally derived from coconuts"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Sodium Lauroyl Lactylate,Good,[],"[""Texture Enhancer"", ""Emulsifier""]","[""Naturally derived ingredient"", ""Used as an emulsifier and mild thickening agent"", ""In higher concentrations, works as a cleanser"", ""Deemed safe as used in cosmetics""]"
Sodium Lauroyl Glutamate,Good,[],"[""Cleansing Agent""]","[""Mild cleansing agent and surfactant"", ""Imparts softening benefits to skin"", ""Appears in cosmetics in amounts between 0.003% and 40%CIR Expert Panel deemed safe for use""]"
Sodium Lauroamphoacetate,Good,[],"[""Cleansing Agent""]","[""Considered one of the gentlest cleansing agents"", ""Also used to boost foaming properties"", ""Often used in formulating cleansers for babies"", ""Helps stabilize and works well with other cleansing agents""]"
Sodium Laureth Sulfate,Good,[],"[""Cleansing Agent""]","[""Cleansing agent that produces a foaming/lathering effect"", ""Commonly found in facial cleansers, body washes, and shampoos"", ""Can be derived from coconut or produced synthetically"", ""Recognized as gentle and safe by numerous industry experts/organizations"", ""Appears as a slightly hazy or clear solution in its raw state""]"
Sodium Laureth-13 Carboxylate,Good,[],"[""Cleansing Agent""]",[]
Sodium Lactate,Good,"[""Hydration""]","[""pH Adjuster/Stabilizer"", ""Humectant""]","[""The sodium salt of lactic acid"", ""Works as a hydration-enhancing ingredient due to its hygroscopic nature"", ""Also functions as a buffering agent (to adjust a product\u2019s p"", ""H value)Is an antioxidant, while higher amounts can exfoliate"", ""Proven track record of safety""]"
Sodium Isethionate,Good,[],"[""Cleansing Agent""]","[""Used as a surfactant"", ""Becomes a detergent when it contacts oleic acid"", ""Ruled safe as used in cosmetics""]"
Sodium Hyaluronate Dimethylsilanol,Good,"[""Hydration""]","[""Humectant"", ""Texture Enhancer""]","[""Ester of sodium hyaluronate"", ""Functions as a humectant and skin conditioner"", ""Sold in a blend known as Recelderm""]"
Sodium Hexametaphosphate,Good,[],"[""Cleansing Agent"", ""Emulsifier"", ""Texture Enhancer""]",[]
Sodium Glycolate,Good,[],"[""pH Adjuster/Stabilizer""]","[""Buffering agent used in skin care"", ""Helps to adjust and stabilize the p"", ""H of a skin care formula"", ""Comprised of sodium and glycolate ions"", ""Related to AHAs (alpha hydroxy acids), though it does not exfoliate""]"
Sodium Gluconate,Good,"[""Hydration""]","[""Chelating Agent"", ""Humectant""]","[""The synthetic salt form of gluconic acid"", ""Helps improve the stability of skin care formulas"", ""Can function as a humectant, helping skin retain water"", ""The human body can produce gluconates on its own""]"
Sodium Dilauramidoglutamide Lysine,Good,"[""Hydration""]","[""Humectant""]",[]
Sodium Dextran Sulfate,Good,[],"[""Suspending/Dispersing Agent""]","[""Suspending agent"", ""Ruled safe as used in makeup and skin care"", ""Maximum usage concentration is 0.5% in leave-on products"", ""White powder in its raw form""]"
Sodium Dehydroacetate,Good,[],"[""Preservative""]",[]
Sodium Cocoyl Isethionate,Good,[],"[""Cleansing Agent""]","[""Coconut-derived cleansing agent regarded as compatible with sensitive skin"", ""Known to mitigate disruption of skin\u2019s barrier"", ""Produces gentle foaming action"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Sodium Cocoyl Glycinate,Good,[],"[""Cleansing Agent""]","[""Amino acid-derived cleansing agent"", ""Also used in hair care products"", ""May be animal- or plant-derived"", ""Considered mild, non-drying, and non-irritating""]"
Sodium Cocoyl Glutamate,Good,[],"[""Cleansing Agent""]","[""Mild cleansing agent made from glutamic acid and coconut oil"", ""Considered non-irritating to skin"", ""Produces a rich lather that also helps stabilize cleansers"", ""May be animal- or plant-derived or made synthetically""]"
Sodium Cocoyl Amino Acids,Good,[],"[""Cleansing Agent""]","[""Made from amino acids derived from coconut.Works as a gentle cleansing and skin-replenishing ingredient"", ""Considered safe as used in cosmetics"", ""Often used as part of a blend with skin-conditioning ingredients""]"
Sodium Cocoamphoacetate,Good,[],"[""Cleansing Agent""]",[]
Sodium Citrate,Good,[],"[""pH Adjuster/Stabilizer"", ""Chelating Agent"", ""Antioxidant"", ""Preservative""]","[""Is a salt of citric acid, which can be derived from citrus"", ""Is primarily used to control the p"", ""H level of a product"", ""Has antioxidant and preservative properties"", ""Is also used in food and medical applications""]"
Sodium Cetearyl Sulfate,Good,[],"[""Cleansing Agent""]",[]
Sodium Carboxymethyl Beta-Glucan,Good,"[""Hydration""]","[""Texture Enhancer"", ""Humectant""]",[]
Sodium Carbomer,Good,[],"[""Film-Forming Agent"", ""pH Adjuster/Stabilizer""]","[""A blend of sodium (salt) and the gelling agent carbomer"", ""Used as a stabilizer and film-forming agent"", ""Does not require an alkaline catalyst to thicken it, as some other carbomers do"", ""Deemed safe as used in cosmetics""]"
Sodium Caproyl Methyltaurate,Good,[],"[""Cleansing Agent""]","[""Mild surfactant and cleansing agent"", ""Not one of the more commonly used surfactants"", ""Helps boost and stabilize foam and silken skin"", ""Presumed safe as used in cosmetics""]"
Sodium Benzotriazolyl Butylphenol Sulfonate,Good,[],"[""UV Filters""]","[""Also known as SBBSServes as a light stabilizer in cosmetics"", ""Protects ingredients from photodegradation"", ""Deemed safe for use in cosmetics by the CIR Expert Panel""]"
Sodium Benzoate,Good,[],"[""Preservative""]","[""Salt of benzoic acid, which is found naturally in foods like cranberries"", ""Used as a preservative in both cosmetics and food products"", ""Deemed safe as used in cosmetics"", ""Is a white, crystalline solid in its raw form""]"
Sodium Acrylates Copolymer,Good,[],"[""Polymer"", ""Film-Forming Agent"", ""Texture Enhancer""]","[""Synthetic polymer with multiple uses in cosmetics"", ""Help stabilize, suspend and bind key ingredients"", ""Higher amounts have film-forming and binding properties"", ""Highly purified forms considered safe as used in cosmetics""]"
Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Good,[],"[""Polymer"", ""Texture Enhancer"", ""Suspending/Dispersing Agent"", ""Occlusive/Opacifying Agent""]","[""Versatile synthetic copolymer used as a dispersing agent and thickener"", ""Helps form stable emulsions"", ""Can also be used to lend opacity to a formula"", ""Deemed safe by the independent Cosmetic Ingredient Review panel""]"
Sodium Acetate,Good,[],"[""pH Adjuster/Stabilizer""]",[]
Soapwort,Good,[],"[""Plant Extracts"", ""Cleansing Agent""]",[]
Soapberry Extract,Good,"[""Soothing""]","[""Plant Extracts"", ""Antioxidant"", ""Cleansing Agent""]","[""Plant extract with cleansing properties"", ""Known to have a skin-soothing effect"", ""Rich in youth-preserving antioxidants"", ""Also known as soapnut or washnut""]"
Slip Agent,Good,"[""Hydration""]","[""Humectant"", ""Texture Enhancer""]",[]
Skullcap Extract,Good,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Skeletonema Costatum Extract,Good,"[""Anti-Acne"", ""Anti-Aging""]","[""Antioxidant""]","[""From a type of brown micro algae"", ""Has antioxidant properties"", ""Also soothes skin"", ""Could inhibit sebum overproduction""]"
Simethicone,Good,[],"[""Silicone""]",[]
Siloxane,Good,[],"[""Silicone"", ""Texture Enhancer"", ""Film-Forming Agent""]","[""Refers to a class of silicones"", ""Derived from silica (sand is a silica)Provides slip and emollience""]"
Silk Protein,Good,"[""Anti-Aging""]","[""Antioxidant"", ""Peptides""]",[]
Silk Powder,Good,"[""Oil Control""]","[""Texture Enhancer"", ""Absorbent""]",[]
Silk,Good,[],"[""Texture Enhancer""]",[]
Silicone,Good,"[""Hydration"", ""Oil Control"", ""Pore Minimizer""]","[""Silicone""]","[""Substance derived from silica"", ""Enhances formulary texture"", ""Serves as a water-binding agent"", ""Safe for consumer use""]"
Silicate,Good,"[""Oil Control""]","[""Texture Enhancer"", ""Absorbent""]",[]
Silica Silylate,Good,[],"[""Texture Enhancer"", ""Silicone"", ""Suspending/Dispersing Agent""]",[]
Silica Dimethyl Silylate,Good,[],"[""Texture Enhancer"", ""Silicone"", ""Suspending/Dispersing Agent""]",[]
Silica,Good,"[""Oil Control""]","[""Texture Enhancer"", ""Absorbent"", ""Occlusive/Opacifying Agent""]","[""Natural ingredient found in clays as well as in parts of plants and animals"", ""Used as an absorbent powder and thickener in cosmetics"", ""Can enhance the absorption of ingredients and serve as a drug delivery system"", ""Is also FDA-approved as a food additive""]"
Silanetriol,Good,"[""Hydration""]","[""Silicone"", ""Humectant""]","[""Silicone-derived synthetic ingredient"", ""Helps improve skin hydration and may be used to enhance a formula\u2019s aesthetics"", ""Popular in hair care formulations, where it contributes to a smooth, soft feel"", ""Can be combined with wheat protein to help improve the tensile strength of hair""]"
