ingredient_name,rating,benefits,categories,functional_group,info,source
Spirulina Maxima Extract,Good,['Anti-Aging' 'Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Spirulina,Good,['Anti-Aging' 'Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Spilanthes Acmella Flower Extract,Good,['Anti-Aging' 'Dark Spot Fading'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Also known as Acmella oleracea flower extract'
 'Has potent antioxidant properties'
 'Also could improve the look of hyperpigmentation'
 'Has a potential “freezing” effect on wrinkles']",Paula's Choice
Spermidine,Good,['Anti-Aging' 'Evens Skin Tone' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Natural compound in plants, fungi and animals'
 'Has potential to regulate aspects of aging skin'
 'Proven to deliver skin-soothing benefits'
 'May mitigate the appearance of hypopigmentation'
 'More research related to topical application is needed']",Paula's Choice
Sorbitan Tristearate,Good,[],['Emulsifier'],['Utility'],"['Surfactant and emulsifier' 'Derived from natural sugar sorbitol'
 'Ruled safe as used in cosmetics'
 'In its raw form, has a waxy consistency and light cream to tan color']",Paula's Choice
Sorbitan Stearate,Good,[],['Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Primarily used as an emulsifier to enhance the texture of skin care and makeup products'
 'Helps thicken and stabilize the formulation'
 'May also act as a dispersing agent.Light cream to tan in color and can take the form of beads, flakes or a hard waxy solid'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel (most recently in 2019)']",Paula's Choice
Sorbitan Sesquioleate,Good,[],['Texture Enhancer' 'Emulsifier'],['Utility' 'Sensory'],[],Paula's Choice
Sorbitan Olivate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],[],Paula's Choice
Sorbitan Oleate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Emulsifier and cleansing agent' 'Also used in food preparations'
 'Ruled safe as used in cosmetics'
 'Yellow to brown liquid in its raw form']",Paula's Choice
Sorbitan Laurate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Works as a cleansing agent and emulsifier'
 'Also used to enhance the overall texture of skin care products'
 'May be naturally derived or synthetic'
 'Deemed safe in the low amounts used in cosmetics']",Paula's Choice
Sorbitan Isostearate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Similar to the liquid fatty acid isostearic acid'
 'Works as a mild cleansing agent and emulsifier'
 'Helps stabilize water-in-oil formulas'
 'Not prone to breaking down when exposed to air']",Paula's Choice
Sorbic Acid,Good,[],['Preservative'],['Utility'],"['Preservative naturally derived from mountain ash berries'
 'Used to prevent the growth of bacteria, mold, and fungi'
 'In addition to cosmetics, it is also used to preserve foods'
 'Ruled safe as used in cosmetics']",Paula's Choice
Sorbeth-30 Tetraoleate,Good,[],['Emulsifier'],['Utility'],"['Emulsifying agent and surfactant' 'Used often in oil-based cleansers'
 'Ruled safe as used in cosmetics'
 'Typical usage in rinse-off products is 0.11-10.8%']",Paula's Choice
Sorbeth-230 Tetraoleate,Good,[],['Cleansing Agent' 'Texture Enhancer' 'Emulsifier'],['Utility' 'Sensory'],['--Synthetic surfactant (cleansing agent)--Has helpful emulsifying properties--Aids cleanser stability and helps maintain clarity--Made from sorbitol and oleic acid derivatives'],Paula's Choice
Sophora Angustifolia Root Extract,Good,['Anti-Aging' 'Dark Spot Fading'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Root extract of a plant known as Chinese sophora and ku shen'
 'Good source of antioxidants'
 'Research shows it can fight dark spots + discolorations'
 'May work on skin in a manner similar to hydroquinone']",Paula's Choice
Sonojell,Good,['Hydration' 'Soothing'],['Emollient' 'Occlusive/Opacifying Agent'],['Support'],[],Paula's Choice
Solvent,Good,[],['Solvent'],['Utility'],[],Paula's Choice
Soluble Collagen,Good,['Hydration'],['Humectant'],['Support'],"['Humectant ingredient that promotes hydration'
 'Traps moisture and reduces transepidermal water loss'
 'Derived from bovine or fish connective tissues and skin'
 'Does not have strong anti-aging benefits'
 'Cosmetic Ingredient Review Expert Panel deemed safe for skin']",Paula's Choice
Solidago Virgaurea (Goldenrod) Extract,Good,['Anti-Aging'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Used in traditional European medicinal practices'
 'Rich in antioxidant compounds such as epigallocatechin and quercetin'
 'Exhibits anti-aging benefits when applied topically'
 'May have antimicrobial properties']",Paula's Choice
Solanum Tuberosum Extract,Good,['Hydration' 'Anti-Aging'],['Humectant' 'Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Derived from potatoes' 'Has antioxidant properties'
 'Also has soothing benefits' 'Could help fade dark spots']",Paula's Choice
Solanum Melongena Fruit Extract,Good,['Anti-Aging'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Plant extract derived from the solanum melongena berry'
 'Contains antioxidant rich polyphenols Helps to reduce the appearance of signs of aging due to environmental stress'
 'Also known as eggplant or aubergine']",Paula's Choice
Sodium Trideceth Sulfate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Sulfacetamide,Good,['Anti-Acne' 'Soothing'],['Antibacterial'],['Actives'],"['Used in clinical settings' 'Antibacterial agent tackles acne + rosacea'
 'Contains one sulfur atom' 'Used alongside sulfur against acne'
 'Usages range from 5-15%']",Paula's Choice
Sodium Succinate,Good,[],['pH Adjuster/Stabilizer'],['Utility'],"['Sodium salt of succinic acid' 'Works as a p'
 'H adjuster and buffering agent'
 'May be synthetic or made via fermentation'
 'Ruled safe in its current usages']",Paula's Choice
Sodium Stearoyl Lactylate,Good,[],['Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Stabilizes the water phase of formulas that contain hydrating ingredients'
 'Works via its interaction with proteins and starches, where it can also help modify a product’s texture'
 'Often classified as a surfactant/emulsifying agent'
 'Described as a white to pale yellow waxy substance in its raw material form']",Paula's Choice
Sodium Stearoyl Glutamate,Good,['Hydration'],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Gentle cleansing agent with emulsifying properties'
 'Made from amino acid glutamic acid' 'May be synthetic or animal-derived'
 'Considered safe as use in cosmetics']",Paula's Choice
Sodium RNA,Good,['Anti-Aging'],['Antioxidant'],['Actives'],"['Derivative of ribonucleic acid, an acid present in all living cells'
 'Primarily used as a skin conditioning ingredient'
 'Could have antioxidant and soothing properties\\Usually derived from yeast']",Paula's Choice
Sodium Polyacrylate Starch,Good,['Oil Control'],['Absorbent' 'Texture Enhancer'],['Sensory'],[],Paula's Choice
Sodium Polyacrylate,Good,['Oil Control'],['Film-Forming Agent' 'Polymer' 'Absorbent'],['Sensory'],"['Used as a film-forming agent, stabilizer, thickener, and absorbent in cosmetics'
 'Can absorb 100-1000 times its mass in water'
 'Also used as a food additive'
 'Is a white granular powder in its raw form']",Paula's Choice
Sodium Phytate,Good,[],['Chelating Agent'],['Utility'],"['Synthetic salt form of the antioxidant phytic acid'
 'Works as a chelating agent, keeping metals from binding to water in cosmetics'
 'Also helps stabilize the formula'
 'A hygroscopic powder (meaning it attracts moisture from its surroundings)']",Paula's Choice
Sodium PEG-7 Olive Oil Carboxylate,Good,['Hydration'],['Cleansing Agent' 'Emollient'],['Support' 'Utility'],[],Paula's Choice
Sodium Palmitoyl Sarcosinate,Good,['Hydration'],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Myristoyl Sarcosinate,Good,[],['Cleansing Agent' 'Emollient'],['Support' 'Utility'],"['Sodium salt of myristoyl sarcosine'
 'Functions as a hair conditioning agent, emollient, and cleansing agent'
 'Helps create a fine, stable foam for an elevated cleansing experience Ruled safe as currently used in cosmetics']",Paula's Choice
Sodium Myreth Sulfate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Methyl Taurate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Methyl Oleoyl Taurate,Good,[],['Cleansing Agent' 'Texture Enhancer'],['Utility' 'Sensory'],"['Cleansing agent commonly found in shampoos, facial cleansers, and body washes'
 'Helps build viscosity and boosts foaming properties of the formula'
 'Noted for its gentleness'
 'Can be derived formal plant, animal, or synthetic sources']",Paula's Choice
Sodium Methyl Cocoyl Taurate,Good,[],[],[],[],Paula's Choice
Sodium Levulinate,Good,['Hydration'],['Humectant'],['Support'],"['Salt of levulinic acid' 'Levulinic acid helps condition and soften skin'
 'Also exhibits antimicrobial action'
 'Safety in cosmetics is under review']",Paula's Choice
Sodium Laurylglucosides Hydroxypropylsulfonate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Mild cleansing agent derived from corn and coconut'
 'Used to adjust the foaming and lathering properties of cleansers'
 'Considered non-irritating to eyes'
 'Interesting fusion of natural and synthetic technologies']",Paula's Choice
Sodium Lauryl Glucose Carboxylate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Lauroyl Sarcosinate,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Used as a surfactant (cleansing agent)Can be plant-derived or created synthetically'
 'Offers excellent stability + is gentle on skin'
 'Most popular in cleansers/shampoos but can also be used as an emulsifier in leave-on formulas'
 'Proven track record of safety (up to 15% for rinse-off products; 5% for leave-on)']",Paula's Choice
Sodium Lauroyl Methyl Isethionate,Good,[],['Cleansing Agent'],['Utility'],"['Cleansing agent that is noted in research for its gentleness on skin'
 'Praised for delivering a “dense, luxurious foam and elegant after-feel”Can be naturally derived from coconuts'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel']",Paula's Choice
Sodium Lauroyl Lactylate,Good,[],['Texture Enhancer' 'Emulsifier'],['Utility' 'Sensory'],"['Naturally derived ingredient'
 'Used as an emulsifier and mild thickening agent'
 'In higher concentrations, works as a cleanser'
 'Deemed safe as used in cosmetics']",Paula's Choice
Sodium Lauroyl Glutamate,Good,[],['Cleansing Agent'],['Utility'],"['Mild cleansing agent and surfactant'
 'Imparts softening benefits to skin'
 'Appears in cosmetics in amounts between 0.003% and 40%CIR Expert Panel deemed safe for use']",Paula's Choice
Sodium Lauroamphoacetate,Good,[],['Cleansing Agent'],['Utility'],"['Considered one of the gentlest cleansing agents'
 'Also used to boost foaming properties'
 'Often used in formulating cleansers for babies'
 'Helps stabilize and works well with other cleansing agents']",Paula's Choice
Sodium Laureth Sulfate,Good,[],['Cleansing Agent'],['Utility'],"['Cleansing agent that produces a foaming/lathering effect'
 'Commonly found in facial cleansers, body washes, and shampoos'
 'Can be derived from coconut or produced synthetically'
 'Recognized as gentle and safe by numerous industry experts/organizations'
 'Appears as a slightly hazy or clear solution in its raw state']",Paula's Choice
Sodium Laureth-13 Carboxylate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Lactate,Good,['Hydration'],['pH Adjuster/Stabilizer' 'Humectant'],['Support' 'Utility'],"['The sodium salt of lactic acid'
 'Works as a hydration-enhancing ingredient due to its hygroscopic nature'
 'Also functions as a buffering agent (to adjust a product’s p'
 'H value)Is an antioxidant, while higher amounts can exfoliate'
 'Proven track record of safety']",Paula's Choice
Sodium Isethionate,Good,[],['Cleansing Agent'],['Utility'],"['Used as a surfactant' 'Becomes a detergent when it contacts oleic acid'
 'Ruled safe as used in cosmetics']",Paula's Choice
Sodium Hyaluronate Dimethylsilanol,Good,['Hydration'],['Humectant' 'Texture Enhancer'],['Support' 'Sensory'],"['Ester of sodium hyaluronate'
 'Functions as a humectant and skin conditioner'
 'Sold in a blend known as Recelderm']",Paula's Choice
Sodium Hexametaphosphate,Good,[],['Cleansing Agent' 'Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],[],Paula's Choice
Sodium Glycolate,Good,[],['pH Adjuster/Stabilizer'],['Utility'],"['Buffering agent used in skin care' 'Helps to adjust and stabilize the p'
 'H of a skin care formula' 'Comprised of sodium and glycolate ions'
 'Related to AHAs (alpha hydroxy acids), though it does not exfoliate']",Paula's Choice
Sodium Gluconate,Good,['Hydration'],['Chelating Agent' 'Humectant'],['Support' 'Utility'],"['The synthetic salt form of gluconic acid'
 'Helps improve the stability of skin care formulas'
 'Can function as a humectant, helping skin retain water'
 'The human body can produce gluconates on its own']",Paula's Choice
Sodium Dilauramidoglutamide Lysine,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Sodium Dextran Sulfate,Good,[],['Suspending/Dispersing Agent'],['Sensory'],"['Suspending agent' 'Ruled safe as used in makeup and skin care'
 'Maximum usage concentration is 0.5% in leave-on products'
 'White powder in its raw form']",Paula's Choice
Sodium Dehydroacetate,Good,[],['Preservative'],['Utility'],[],Paula's Choice
Sodium Cocoyl Isethionate,Good,[],['Cleansing Agent'],['Utility'],"['Coconut-derived cleansing agent regarded as compatible with sensitive skin'
 'Known to mitigate disruption of skin’s barrier'
 'Produces gentle foaming action'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel']",Paula's Choice
Sodium Cocoyl Glycinate,Good,[],['Cleansing Agent'],['Utility'],"['Amino acid-derived cleansing agent' 'Also used in hair care products'
 'May be animal- or plant-derived'
 'Considered mild, non-drying, and non-irritating']",Paula's Choice
Sodium Cocoyl Glutamate,Good,[],['Cleansing Agent'],['Utility'],"['Mild cleansing agent made from glutamic acid and coconut oil'
 'Considered non-irritating to skin'
 'Produces a rich lather that also helps stabilize cleansers'
 'May be animal- or plant-derived or made synthetically']",Paula's Choice
Sodium Cocoyl Amino Acids,Good,[],['Cleansing Agent'],['Utility'],"['Made from amino acids derived from coconut.Works as a gentle cleansing and skin-replenishing ingredient'
 'Considered safe as used in cosmetics'
 'Often used as part of a blend with skin-conditioning ingredients']",Paula's Choice
Sodium Cocoamphoacetate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Citrate,Good,[],['pH Adjuster/Stabilizer' 'Chelating Agent' 'Antioxidant' 'Preservative'],['Actives' 'Utility'],"['Is a salt of citric acid, which can be derived from citrus'
 'Is primarily used to control the p' 'H level of a product'
 'Has antioxidant and preservative properties'
 'Is also used in food and medical applications']",Paula's Choice
Sodium Cetearyl Sulfate,Good,[],['Cleansing Agent'],['Utility'],[],Paula's Choice
Sodium Carboxymethyl Beta-Glucan,Good,['Hydration'],['Texture Enhancer' 'Humectant'],['Support' 'Sensory'],[],Paula's Choice
Sodium Carbomer,Good,[],['Film-Forming Agent' 'pH Adjuster/Stabilizer'],['Utility' 'Sensory'],"['A blend of sodium (salt) and the gelling agent carbomer'
 'Used as a stabilizer and film-forming agent'
 'Does not require an alkaline catalyst to thicken it, as some other carbomers do'
 'Deemed safe as used in cosmetics']",Paula's Choice
Sodium Caproyl Methyltaurate,Good,[],['Cleansing Agent'],['Utility'],"['Mild surfactant and cleansing agent'
 'Not one of the more commonly used surfactants'
 'Helps boost and stabilize foam and silken skin'
 'Presumed safe as used in cosmetics']",Paula's Choice
